|       t |         S |         I |         R |
|    10.7 |   72.6341 |   117.947 |   231.638 |
|    10.8 |   72.7341 |   117.976 |   231.711 |
|    10.9 |   72.8352 |   118.005 |   231.784 |
|      11 |   72.9374 |   118.033 |   231.857 |
|    11.1 |   73.0407 |   118.061 |   231.928 |
|    11.2 |   73.1452 |   118.089 |   231.999 |
|    11.3 |   73.2507 |   118.116 |   232.068 |
|    11.4 |   73.3574 |   118.143 |   232.137 |
|    11.5 |   73.4652 |   118.169 |   232.205 |
|    11.6 |   73.5741 |   118.195 |   232.273 |
|    11.7 |   73.6841 |    118.22 |   232.339 |
|    11.8 |   73.7953 |   118.245 |   232.405 |
|    11.9 |   73.9075 |    118.27 |    232.47 |
|      12 |    74.021 |   118.294 |   232.534 |
|    12.1 |   74.1355 |   118.318 |   232.597 |
|    12.2 |   74.2511 |   118.341 |   232.659 |
|    12.3 |   74.3679 |   118.364 |   232.721 |
|    12.4 |   74.4859 |   118.386 |   232.782 |
|    12.5 |    74.605 |   118.408 |   232.841 |
|    12.6 |   74.7252 |    118.43 |     232.9 |
|    12.7 |   74.8466 |   118.451 |   232.959 |
|    12.8 |   74.9691 |   118.471 |   233.016 |
|    12.9 |   75.0928 |   118.492 |   233.073 |
|      13 |   75.2177 |   118.511 |   233.128 |
|    13.1 |   75.3438 |   118.531 |   233.183 |
|    13.2 |    75.471 |   118.549 |   233.237 |
|    13.3 |   75.5994 |   118.568 |    233.29 |
|    13.4 |    75.729 |   118.586 |   233.343 |
|    13.5 |   75.8598 |   118.603 |   233.394 |
|    13.6 |   75.9918 |    118.62 |   233.445 |
|    13.7 |    76.125 |   118.637 |   233.494 |
|    13.8 |   76.2594 |   118.653 |   233.543 |
|    13.9 |    76.395 |   118.668 |   233.591 |
|      14 |   76.5318 |   118.684 |   233.638 |
|    14.1 |   76.6698 |   118.698 |   233.685 |
|    14.2 |   76.8091 |   118.712 |    233.73 |
|    14.3 |   76.9496 |   118.726 |   233.774 |
|    14.4 |   77.0914 |   118.739 |   233.818 |
|    14.5 |   77.2344 |   118.752 |   233.861 |
|    14.6 |   77.3786 |   118.764 |   233.903 |
|    14.7 |   77.5242 |   118.776 |   233.944 |
|    14.8 |   77.6709 |   118.787 |   233.984 |
|    14.9 |    77.819 |   118.798 |   234.023 |
|      15 |   77.9683 |   118.808 |   234.061 |
|    15.1 |   78.1188 |   118.818 |   234.098 |
|    15.2 |   78.2707 |   118.827 |   234.135 |
|    15.3 |   78.4238 |   118.836 |    234.17 |
|    15.4 |   78.5783 |   118.845 |   234.205 |
|    15.5 |    78.734 |   118.852 |   234.239 |
|    15.6 |   78.8911 |    118.86 |   234.271 |
|    15.7 |   79.0494 |   118.867 |   234.303 |
|    15.8 |   79.2091 |   118.873 |   234.334 |
|    15.9 |   79.3701 |   118.879 |   234.364 |
|      16 |   79.5324 |   118.884 |   234.393 |
|    16.1 |   79.6961 |   118.889 |   234.421 |
|    16.2 |   79.8611 |   118.893 |   234.448 |
|    16.3 |   80.0274 |   118.897 |   234.475 |
|    16.4 |   80.1951 |     118.9 |     234.5 |
|    16.5 |   80.3641 |   118.903 |   234.524 |
|    16.6 |   80.5345 |   118.905 |   234.548 |
|    16.7 |   80.7063 |   118.907 |    234.57 |
|    16.8 |   80.8794 |   118.908 |   234.591 |
|    16.9 |    81.054 |   118.908 |   234.612 |
|      17 |   81.2299 |   118.908 |   234.631 |
|    17.1 |   81.4072 |   118.908 |    234.65 |
|    17.2 |   81.5859 |   118.907 |   234.667 |
|    17.3 |    81.766 |   118.906 |   234.684 |
|    17.4 |   81.9475 |   118.903 |   234.699 |
|    17.5 |   82.1304 |   118.901 |   234.714 |
|    17.6 |   82.3148 |   118.898 |   234.728 |
|    17.7 |   82.5005 |   118.894 |    234.74 |
|    17.8 |   82.6877 |    118.89 |   234.752 |
|    17.9 |   82.8764 |   118.885 |   234.762 |
|      18 |   83.0665 |    118.88 |   234.772 |
|    18.1 |   83.2581 |   118.874 |    234.78 |
|    18.2 |   83.4511 |   118.867 |   234.788 |
|    18.3 |   83.6456 |    118.86 |   234.794 |
|    18.4 |   83.8415 |   118.853 |     234.8 |
|    18.5 |    84.039 |   118.845 |   234.804 |
|    18.6 |   84.2379 |   118.836 |   234.807 |
|    18.7 |   84.4383 |   118.827 |    234.81 |
|    18.8 |   84.6402 |   118.817 |   234.811 |
|    18.9 |   84.8436 |   118.807 |   234.811 |
|      19 |   85.0486 |   118.796 |   234.811 |
|    19.1 |    85.255 |   118.784 |   234.809 |
|    19.2 |    85.463 |   118.772 |   234.806 |
|    19.3 |   85.6725 |   118.759 |   234.802 |
|    19.4 |   85.8836 |   118.746 |   234.797 |
|    19.5 |   86.0962 |   118.732 |   234.791 |
|    19.6 |   86.3103 |   118.718 |   234.783 |
|    19.7 |    86.526 |   118.702 |   234.775 |
|    19.8 |   86.7433 |   118.687 |   234.766 |
|    19.9 |   86.9621 |   118.671 |   234.755 |
|      20 |   87.1826 |   118.654 |   234.744 |
|    20.1 |   87.4046 |   118.636 |   234.731 |
|    20.2 |   87.6282 |   118.618 |   234.717 |
|    20.3 |   87.8534 |     118.6 |   234.702 |
|    20.4 |   88.0802 |    118.58 |   234.686 |
|    20.5 |   88.3087 |   118.561 |   234.669 |
|    20.6 |   88.5387 |    118.54 |   234.651 |
|    20.7 |   88.7704 |   118.519 |   234.632 |
|    20.8 |   89.0037 |   118.497 |   234.611 |
|    20.9 |   89.2387 |   118.475 |    234.59 |
|      21 |   89.4753 |   118.452 |   234.567 |
|    21.1 |   89.7135 |   118.428 |   234.543 |
|    21.2 |   89.9535 |   118.404 |   234.518 |
|    21.3 |   90.1951 |   118.379 |   234.492 |
|    21.4 |   90.4383 |   118.354 |   234.465 |
|    21.5 |   90.6833 |   118.328 |   234.436 |
|    21.6 |   90.9299 |   118.301 |   234.406 |
|    21.7 |   91.1783 |   118.274 |   234.376 |
|    21.8 |   91.4283 |   118.246 |   234.344 |
|    21.9 |   91.6801 |   118.217 |    234.31 |
|      22 |   91.9336 |   118.188 |   234.276 |
|    22.1 |   92.1888 |   118.158 |    234.24 |
|    22.2 |   92.4457 |   118.128 |   234.204 |
|    22.3 |   92.7044 |   118.096 |   234.166 |
|    22.4 |   92.9648 |   118.064 |   234.127 |
|    22.5 |    93.227 |   118.032 |   234.086 |
|    22.6 |   93.4909 |   117.999 |   234.045 |
|    22.7 |   93.7566 |   117.965 |   234.002 |
|    22.8 |   94.0241 |    117.93 |   233.958 |
|    22.9 |   94.2933 |   117.895 |   233.913 |
|      23 |   94.5643 |   117.859 |   233.866 |
|    23.1 |   94.8372 |   117.823 |   233.818 |
|    23.2 |   95.1118 |   117.786 |    233.77 |
|    23.3 |   95.3882 |   117.748 |   233.719 |
|    23.4 |   95.6665 |   117.709 |   233.668 |
|    23.5 |   95.9466 |    117.67 |   233.615 |
|    23.6 |   96.2285 |    117.63 |   233.561 |
|    23.7 |   96.5122 |    117.59 |   233.506 |
|    23.8 |   96.7978 |   117.549 |    233.45 |
|    23.9 |   97.0852 |   117.507 |   233.392 |
|      24 |   97.3744 |   117.464 |   233.333 |
|    24.1 |   97.6656 |   117.421 |   233.273 |
|    24.2 |   97.9586 |   117.377 |   233.211 |
|    24.3 |   98.2534 |   117.332 |   233.149 |
|    24.4 |   98.5502 |   117.287 |   233.084 |
|    24.5 |   98.8488 |   117.241 |   233.019 |
|    24.6 |   99.1493 |   117.194 |   232.952 |
|    24.7 |   99.4517 |   117.147 |   232.884 |
|    24.8 |   99.7561 |   117.098 |   232.815 |
|    24.9 |   100.062 |    117.05 |   232.745 |
|      25 |    100.37 |       117 |   232.673 |
|    25.1 |    100.68 |    116.95 |   232.599 |
|    25.2 |   100.992 |   116.899 |   232.525 |
|    25.3 |   101.306 |   116.847 |   232.449 |
|    25.4 |   101.622 |   116.795 |   232.372 |
|    25.5 |    101.94 |   116.742 |   232.293 |
|    25.6 |    102.26 |   116.688 |   232.213 |
|    25.7 |   102.582 |   116.633 |   232.132 |
|    25.8 |   102.905 |   116.578 |    232.05 |
|    25.9 |   103.231 |   116.522 |   231.966 |
|      26 |   103.558 |   116.465 |    231.88 |
|    26.1 |   103.888 |   116.408 |   231.794 |
|    26.2 |    104.22 |    116.35 |   231.706 |
|    26.3 |   104.553 |   116.291 |   231.617 |
|    26.4 |   104.889 |   116.232 |   231.526 |
|    26.5 |   105.226 |   116.171 |   231.434 |
|    26.6 |   105.566 |    116.11 |    231.34 |
|    26.7 |   105.907 |   116.048 |   231.246 |
|    26.8 |   106.251 |   115.986 |   231.149 |
|    26.9 |   106.596 |   115.923 |   231.052 |
|      27 |   106.944 |   115.859 |   230.953 |
|    27.1 |   107.293 |   115.794 |   230.853 |
|    27.2 |   107.645 |   115.729 |   230.751 |
|    27.3 |   107.998 |   115.663 |   230.648 |
|    27.4 |   108.354 |   115.596 |   230.543 |
|    27.5 |   108.712 |   115.528 |   230.437 |
|    27.6 |   109.071 |    115.46 |    230.33 |
|    27.7 |   109.433 |   115.391 |   230.221 |
|    27.8 |   109.797 |   115.321 |   230.111 |
|    27.9 |   110.163 |   115.251 |       230 |
|      28 |   110.531 |   115.179 |   229.887 |
|    28.1 |   110.901 |   115.107 |   229.772 |
|    28.2 |   111.273 |   115.035 |   229.657 |
|    28.3 |   111.647 |   114.961 |    229.54 |
|    28.4 |   112.023 |   114.887 |   229.421 |
|    28.5 |   112.401 |   114.812 |   229.301 |
|    28.6 |   112.781 |   114.736 |    229.18 |
|    28.7 |   113.163 |    114.66 |   229.057 |
|    28.8 |   113.548 |   114.583 |   228.932 |
|    28.9 |   113.934 |   114.505 |   228.807 |
|      29 |   114.322 |   114.427 |    228.68 |
|    29.1 |   114.713 |   114.347 |   228.551 |
|    29.2 |   115.105 |   114.267 |   228.421 |
|    29.3 |     115.5 |   114.186 |    228.29 |
|    29.4 |   115.897 |   114.105 |   228.157 |
|    29.5 |   116.295 |   114.023 |   228.023 |
|    29.6 |   116.696 |    113.94 |   227.887 |
|    29.7 |   117.099 |   113.856 |    227.75 |
|    29.8 |   117.504 |   113.772 |   227.611 |
|    29.9 |   117.911 |   113.687 |   227.471 |
|      30 |    118.32 |   113.601 |    227.33 |
|    30.1 |   118.731 |   113.514 |   227.187 |
|    30.2 |   119.144 |   113.427 |   227.043 |
|    30.3 |   119.559 |   113.339 |   226.897 |
|    30.4 |   119.976 |   113.251 |    226.75 |
|    30.5 |   120.396 |   113.161 |   226.602 |
|    30.6 |   120.817 |   113.071 |   226.452 |
|    30.7 |    121.24 |   112.981 |   226.301 |
|    30.8 |   121.665 |   112.889 |   226.148 |
|    30.9 |   122.093 |   112.797 |   225.994 |
|      31 |   122.522 |   112.704 |   225.838 |
|    31.1 |   122.953 |   112.611 |   225.681 |
|    31.2 |   123.387 |   112.516 |   225.523 |
|    31.3 |   123.822 |   112.422 |   225.363 |
|    31.4 |   124.259 |   112.326 |   225.202 |
|    31.5 |   124.699 |    112.23 |   225.039 |
|    31.6 |    125.14 |   112.133 |   224.875 |
|    31.7 |   125.583 |   112.035 |    224.71 |
|    31.8 |   126.028 |   111.937 |   224.543 |
|    31.9 |   126.475 |   111.838 |   224.375 |
|      32 |   126.924 |   111.739 |   224.205 |
|    32.1 |   127.375 |   111.639 |   224.034 |
|    32.2 |   127.828 |   111.538 |   223.862 |
|    32.3 |   128.283 |   111.436 |   223.688 |
|    32.4 |    128.74 |   111.334 |   223.513 |
|    32.5 |   129.199 |   111.232 |   223.337 |
|    32.6 |   129.659 |   111.128 |   223.159 |
|    32.7 |   130.122 |   111.024 |    222.98 |
|    32.8 |   130.586 |    110.92 |     222.8 |
|    32.9 |   131.052 |   110.815 |   222.618 |
|      33 |    131.52 |   110.709 |   222.435 |
|    33.1 |   131.989 |   110.603 |   222.251 |
|    33.2 |   132.461 |   110.496 |   222.065 |
|    33.3 |   132.934 |   110.388 |   221.878 |
|    33.4 |   133.409 |    110.28 |    221.69 |
|    33.5 |   133.886 |   110.172 |   221.501 |
|    33.6 |   134.365 |   110.062 |    221.31 |
|    33.7 |   134.845 |   109.953 |   221.118 |
|    33.8 |   135.327 |   109.842 |   220.924 |
|    33.9 |   135.811 |   109.732 |    220.73 |
|      34 |   136.296 |    109.62 |   220.534 |
|    34.1 |   136.783 |   109.509 |   220.337 |
|    34.2 |   137.271 |   109.396 |   220.139 |
|    34.3 |   137.762 |   109.284 |    219.94 |
|    34.4 |   138.253 |    109.17 |   219.739 |
|    34.5 |   138.747 |   109.057 |   219.537 |
|    34.6 |   139.242 |   108.943 |   219.334 |
|    34.7 |   139.738 |   108.828 |    219.13 |
|    34.8 |   140.236 |   108.713 |   218.925 |
|    34.9 |   140.735 |   108.597 |   218.719 |
|      35 |   141.236 |   108.481 |   218.511 |
|    35.1 |   141.738 |   108.365 |   218.303 |
|    35.2 |   142.242 |   108.248 |   218.093 |
|    35.3 |   142.747 |   108.131 |   217.883 |
|    35.4 |   143.253 |   108.014 |   217.671 |
|    35.5 |   143.761 |   107.896 |   217.458 |
|    35.6 |    144.27 |   107.778 |   217.244 |
|    35.7 |    144.78 |   107.659 |   217.029 |
|    35.8 |   145.291 |   107.541 |   216.814 |
|    35.9 |   145.804 |   107.421 |   216.597 |
|      36 |   146.317 |   107.302 |   216.379 |
|    36.1 |   146.832 |   107.182 |   216.161 |
|    36.2 |   147.348 |   107.062 |   215.941 |
|    36.3 |   147.865 |   106.942 |   215.721 |
|    36.4 |   148.383 |   106.822 |     215.5 |
|    36.5 |   148.902 |   106.701 |   215.277 |
|    36.6 |   149.422 |    106.58 |   215.054 |
|    36.7 |   149.943 |   106.459 |   214.831 |
|    36.8 |   150.465 |   106.338 |   214.606 |
|    36.9 |   150.988 |   106.216 |   214.381 |
|      37 |   151.511 |   106.095 |   214.155 |
|    37.1 |   152.035 |   105.973 |   213.928 |
|    37.2 |    152.56 |   105.851 |   213.701 |
|    37.3 |   153.086 |   105.729 |   213.472 |
|    37.4 |   153.612 |   105.607 |   213.244 |
|    37.5 |   154.139 |   105.485 |   213.014 |
|    37.6 |   154.666 |   105.363 |   212.784 |
|    37.7 |   155.194 |   105.241 |   212.554 |
|    37.8 |   155.723 |   105.119 |   212.322 |
|    37.9 |   156.252 |   104.997 |   212.091 |
|      38 |   156.781 |   104.875 |   211.859 |
|    38.1 |    157.31 |   104.753 |   211.626 |
|    38.2 |    157.84 |   104.631 |   211.393 |
|    38.3 |    158.37 |   104.509 |    211.16 |
|    38.4 |     158.9 |   104.387 |   210.926 |
|    38.5 |   159.431 |   104.265 |   210.692 |
|    38.6 |   159.961 |   104.144 |   210.457 |
|    38.7 |   160.491 |   104.023 |   210.223 |
|    38.8 |   161.022 |   103.902 |   209.988 |
|    38.9 |   161.552 |   103.781 |   209.752 |
|      39 |   162.082 |    103.66 |   209.517 |
|    39.1 |   162.612 |    103.54 |   209.281 |
|    39.2 |   163.142 |    103.42 |   209.046 |
|    39.3 |   163.672 |     103.3 |    208.81 |
|    39.4 |   164.201 |   103.181 |   208.574 |
|    39.5 |   164.729 |   103.062 |   208.338 |
|    39.6 |   165.257 |   102.943 |   208.103 |
|    39.7 |   165.785 |   102.825 |   207.867 |
|    39.8 |   166.312 |   102.707 |   207.631 |
|    39.9 |   166.838 |   102.589 |   207.396 |
|      40 |   167.364 |   102.472 |   207.161 |
|    40.1 |   167.889 |   102.356 |   206.926 |
|    40.2 |   168.413 |    102.24 |   206.691 |
|    40.3 |   168.936 |   102.125 |   206.456 |
|    40.4 |   169.458 |    102.01 |   206.222 |
|    40.5 |   169.979 |   101.896 |   205.988 |
|    40.6 |   170.499 |   101.782 |   205.755 |
|    40.7 |   171.017 |   101.669 |   205.522 |
|    40.8 |   171.535 |   101.557 |   205.289 |
|    40.9 |   172.051 |   101.446 |   205.057 |
|      41 |   172.565 |   101.335 |   204.826 |
|    41.1 |   173.079 |   101.225 |   204.595 |
|    41.2 |    173.59 |   101.116 |   204.365 |
|    41.3 |     174.1 |   101.007 |   204.136 |
|    41.4 |   174.609 |     100.9 |   203.907 |
|    41.5 |   175.115 |   100.793 |    203.68 |
|    41.6 |    175.62 |   100.687 |   203.453 |
|    41.7 |   176.123 |   100.583 |   203.227 |
|    41.8 |   176.624 |   100.479 |   203.002 |
|    41.9 |   177.122 |   100.376 |   202.778 |
|      42 |   177.619 |   100.274 |   202.555 |
|    42.1 |   178.113 |   100.173 |   202.333 |
|    42.2 |   178.605 |   100.073 |   202.112 |
|    42.3 |   179.095 |   99.9748 |   201.893 |
|    42.4 |   179.582 |   99.8773 |   201.674 |
|    42.5 |   180.067 |    99.781 |   201.457 |
|    42.6 |   180.549 |   99.6858 |   201.242 |
|    42.7 |   181.028 |   99.5919 |   201.028 |
|    42.8 |   181.505 |   99.4993 |   200.815 |
|    42.9 |   181.979 |   99.4079 |   200.603 |
|      43 |   182.449 |   99.3178 |   200.394 |
|    43.1 |   182.917 |   99.2291 |   200.186 |
|    43.2 |   183.382 |   99.1418 |   199.979 |
|    43.3 |   183.843 |   99.0558 |   199.774 |
|    43.4 |   184.301 |   98.9713 |   199.571 |
|    43.5 |   184.756 |   98.8883 |    199.37 |
|    43.6 |   185.207 |   98.8068 |   199.171 |
|    43.7 |   185.655 |   98.7268 |   198.973 |
|    43.8 |   186.099 |   98.6483 |   198.778 |
|    43.9 |   186.539 |   98.5715 |   198.585 |
|      44 |   186.976 |   98.4962 |   198.394 |
|    44.1 |   187.408 |   98.4226 |   198.204 |
|    44.2 |   187.837 |   98.3507 |   198.018 |
|    44.3 |   188.262 |   98.2805 |   197.833 |
|    44.4 |   188.682 |   98.2121 |   197.651 |
|    44.5 |   189.098 |   98.1454 |   197.471 |
|    44.6 |    189.51 |   98.0805 |   197.293 |
|    44.7 |   189.918 |   98.0174 |   197.118 |
|    44.8 |   190.321 |   97.9562 |   196.946 |
|    44.9 |   190.719 |   97.8969 |   196.776 |
|      45 |   191.113 |   97.8395 |   196.609 |
|    45.1 |   191.502 |   97.7841 |   196.444 |
|    45.2 |   191.886 |   97.7306 |   196.283 |
|    45.3 |   192.265 |   97.6791 |   196.124 |
|    45.4 |   192.639 |   97.6297 |   195.968 |
|    45.5 |   193.009 |   97.5824 |   195.815 |
|    45.6 |   193.372 |   97.5371 |   195.665 |
|    45.7 |   193.731 |   97.4939 |   195.518 |
|    45.8 |   194.084 |    97.453 |   195.374 |
|    45.9 |   194.432 |   97.4141 |   195.233 |
|      46 |   194.774 |   97.3775 |   195.096 |
|    46.1 |   195.111 |   97.3431 |   194.962 |
|    46.2 |   195.442 |    97.311 |   194.831 |
|    46.3 |   195.767 |   97.2811 |   194.704 |
|    46.4 |   196.087 |   97.2536 |    194.58 |
|    46.5 |     196.4 |   97.2284 |    194.46 |
|    46.6 |   196.707 |   97.2055 |   194.343 |
|    46.7 |   197.009 |   97.1851 |    194.23 |
|    46.8 |   197.304 |    97.167 |    194.12 |
|    46.9 |   197.593 |   97.1514 |   194.014 |
|      47 |   197.875 |   97.1382 |   193.912 |
|    47.1 |   198.151 |   97.1275 |   193.814 |
|    47.2 |   198.421 |   97.1193 |    193.72 |
|    47.3 |   198.684 |   97.1137 |    193.63 |
|    47.4 |    198.94 |   97.1106 |   193.543 |
|    47.5 |    199.19 |     97.11 |   193.461 |
|    47.6 |   199.432 |    97.112 |   193.383 |
|    47.7 |   199.668 |   97.1167 |   193.309 |
|    47.8 |   199.897 |    97.124 |   193.239 |
|    47.9 |   200.119 |   97.1339 |   193.174 |
|      48 |   200.334 |   97.1464 |   193.113 |
|    48.1 |   200.542 |   97.1617 |   193.056 |
|    48.2 |   200.743 |   97.1796 |   193.003 |
|    48.3 |   200.936 |   97.2003 |   192.955 |
|    48.4 |   201.122 |   97.2237 |   192.912 |
|    48.5 |   201.301 |   97.2498 |   192.873 |
|    48.6 |   201.472 |   97.2787 |   192.838 |
|    48.7 |   201.636 |   97.3104 |   192.809 |
|    48.8 |   201.792 |   97.3448 |   192.784 |
|    48.9 |    201.94 |    97.382 |   192.763 |
|      49 |   202.081 |   97.4221 |   192.748 |
|    49.1 |   202.214 |   97.4649 |   192.737 |
|    49.2 |    202.34 |   97.5106 |   192.731 |
|    49.3 |   202.457 |   97.5591 |    192.73 |
|    49.4 |   202.567 |   97.6105 |   192.733 |
|    49.5 |   202.669 |   97.6647 |   192.742 |
|    49.6 |   202.762 |   97.7218 |   192.756 |
|    49.7 |   202.848 |   97.7817 |   192.775 |
|    49.8 |   202.926 |   97.8445 |   192.798 |
|    49.9 |   202.996 |   97.9101 |   192.827 |
|      50 |   203.058 |   97.9787 |   192.861 |
|    50.1 |   203.111 |   98.0501 |     192.9 |
|    50.2 |   203.157 |   98.1244 |   192.945 |
|    50.3 |   203.194 |   98.2015 |   192.994 |
|    50.4 |   203.223 |   98.2816 |   193.049 |
|    50.5 |   203.244 |   98.3645 |   193.109 |
|    50.6 |   203.256 |   98.4502 |   193.174 |
|    50.7 |   203.261 |   98.5389 |   193.244 |
|    50.8 |   203.257 |   98.6304 |    193.32 |
|    50.9 |   203.244 |   98.7247 |   193.401 |
|      51 |   203.224 |   98.8219 |   193.487 |
|    51.1 |   203.195 |    98.922 |   193.579 |
|    51.2 |   203.158 |   99.0248 |   193.676 |
|    51.3 |   203.112 |   99.1306 |   193.779 |
|    51.4 |   203.058 |   99.2391 |   193.886 |
|    51.5 |   202.996 |   99.3504 |       194 |
|    51.6 |   202.926 |   99.4645 |   194.118 |
|    51.7 |   202.847 |   99.5814 |   194.242 |
|    51.8 |    202.76 |    99.701 |   194.372 |
|    51.9 |   202.665 |   99.8235 |   194.507 |
|      52 |   202.561 |   99.9486 |   194.647 |
|    52.1 |   202.449 |   100.076 |   194.793 |
|    52.2 |   202.329 |   100.207 |   194.944 |
|    52.3 |   202.201 |    100.34 |     195.1 |
|    52.4 |   202.064 |   100.476 |   195.262 |
|    52.5 |    201.92 |   100.615 |    195.43 |
|    52.6 |   201.767 |   100.756 |   195.602 |
|    52.7 |   201.606 |     100.9 |   195.781 |
|    52.8 |   201.437 |   101.046 |   195.964 |
|    52.9 |    201.26 |   101.195 |   196.153 |
